款,項,目,節,科目編號,科目名稱,本年度預算數,上年度預算數,本年度與上年度比較,說明
14,4,  ,999,6129310000,其他經濟服務支出,"5,196,585 ","3,980,514 ","1,216,071 ",  
14,4,1,  ,6129310100,一般行政,"915,775 ","918,183 ","-2,408 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費843,418千元，較上年度增列
員工薪俸晉級差額等經費1,147千元。
2.基本行政工作維持費46,506千元，較上年
度減列物品及其他業務租金等3,295千元
。
3.資訊管理25,851千元，較上年度減列資訊
系統維護等經費260千元。"
14,4,2,  ,6129311000,觀光業務,"1,582,698 ","247,845 ","1,334,853 ","本年度預算數之內容與上年度之比較如下：
1.觀光國際事務57,666千元，較上年度減列
一般事務費等2,184千元。
2.觀光業務調查與規劃19,106千元，較上年
度減列一般事務費等2,123千元。 
3.觀光資源保育與開發1,457,118千元，較
上年度增列1,415,179千元，包括：
(1)資源保育工作維持經費7,118千元，較
上年度減列推動低碳觀光島-綠島、小
琉球生態觀光島示範計畫等經費34,821
千元。
(2)新增跨域亮點及特色加值整備計畫(10
4-107年)總經費5,600,000千元，分4年
辦理，本年度編列第1年經費1,450,000
千元。
4.觀光業務管理與服務及從業人員訓練3,98
0千元，較上年度減列一般事務費等276千
元。
5.國民旅遊事業管理與推廣25,221千元，較
上年度減列補助民間團體辦理觀光活動經
費及一般事務費等3,769千元。
6.旅館及民宿之管理與輔導7,705千元，較
上年度減列一般事務費等856千元。
7.旅遊服務中心5,631千元，較上年度減列
一般事務費等626千元。
8.桃園機場旅客服務中心3,919千元，較上
年度減列其他業務租金等309千元。
9.高雄機場旅客服務中心2,352千元，較上
年度減列其他業務租金等183千元。
10.上年度補助觀光發展基金辦理觀光拔尖
領航方案預算業已編竣，所列70,000千元
如數減列。"
14,4,3,  ,6129311100,國家風景區開發與管理,"2,690,499 ","2,806,873 ","-116,374 ","本年度預算數之內容與上年度之比較如下：
1.東北角暨宜蘭海岸國家風景區開發與管理
201,505千元，較上年度減列2,001千元，
包括：
(1)基本行政工作維持費5,505千元，較上
年度減列通訊費及房屋建築養護費等1,
701千元。
(2)東北角暨宜蘭海岸國家風景區建設計
畫總經費1,090,000千元，分年辦理，1
01至103年度已編列451,900千元，本年
度續編196,000千元，較上年度減列300
千元。
2.東部海岸國家風景區開發與管理256,233
千元，較上年度增列13,026千元，包括：
(1)基本行政工作維持費6,233千元，較上
年度減列物品及一般事務費等1,374千
元。
(2)東部海岸國家風景區建設計畫總經費9
84,000千元，分年辦理，101至103年度
已編列583,600千元，本年度續編250,0
00千元，較上年度增列14,400千元。
3.澎湖國家風景區開發與管理154,084千元
，較上年度增列9,141千元，包括：
(1)基本行政工作維持費4,084千元，較上
年度減列物品及通訊費等1,268千元。
(2)澎湖國家風景區建設計畫總經費1,560
,000千元，分年辦理，101至103年度已
編列405,091千元，本年度續編150,000
千元，較上年度增列10,409千元。
4.大鵬灣國家風景區開發與管理253,911千
元，較上年度增列33,126千元，包括：
(1)基本行政工作維持費3,911千元，較上
年度減列一般事務費等874千元。
(2)大鵬灣國家風景區建設計畫總經費1,2
55,000千元，分年辦理，101至103年度
已編列719,404千元，本年度續編250,0
00千元，較上年度增列34,000千元。
5.花東縱谷國家風景區開發與管理123,852
千元，較上年度減列31,552千元，包括：
(1)基本行政工作維持費3,852千元，較上
年度減列通訊費及資訊服務費等952千
元。
(2)花東縱谷國家風景區建設計畫總經費9
57,680千元，分年辦理，101至103年度
已編列361,640千元，本年度續編120,0
00千元，較上年度減列30,600千元。
6.馬祖國家風景區開發與管理218,763千元
，較上年度增列32,750千元，包括：
(1)基本行政工作維持費3,763千元，較上
年度減列資訊服務費等650千元。
(2)馬祖國家風景區建設計畫總經費1,046
,000千元，分年辦理，101至103年度已
編列386,699千元，本年度續編215,000
千元，較上年度增列33,400千元。
7.日月潭國家風景區開發與管理286,568千
元，較上年度增列3,905千元，包括：
(1)基本行政工作維持費6,568千元，較上
年度減列通訊費及資訊服務費等1,195
千元。
(2)日月潭國家風景區建設計畫總經費2,5
07,000千元，分年辦理，101至103年度
已編列835,609千元，本年度續編280,0
00千元，較上年度增列5,100千元。
8.參山國家風景區開發與管理182,720千元
，較上年度減列21,656千元，包括：
(1)基本行政工作維持費6,720千元，較上
年度減列資訊服務費及國內旅費等1,35
6千元。
(2)參山國家風景區建設計畫總經費800,0
00千元，分年辦理，101至103年度已編
列449,200千元，本年度續編176,000千
元，較上年度減列20,300千元。
9.阿里山國家風景區開發與管理274,986千
元，較上年度減列69,865千元，包括：
(1)基本行政工作維持費4,986千元，較上
年度減列物品及資訊服務費等1,165千
元。
(2)阿里山國家風景區建設計畫總經費1,4
13,000千元，分年辦理，101至103年度
已編列715,200千元，本年度續編270,0
00千元，較上年度減列68,700千元。
10.茂林國家風景區開發與管理134,864千元
，較上年度減列134,365千元，包括：
(1)基本行政工作維持費3,364千元，較上
年度減列資訊服務費等765千元。
(2)茂林國家風景區建設計畫總經費630,0
00千元，分年辦理，101至103年度已編
列463,600千元，本年度續編131,500千
元，較上年度減列133,600千元。
11.北海岸及觀音山國家風景區開發與管理2
03,999千元，較上年度增列1,744千元，
包括：
(1)基本行政工作維持費4,999千元，較上
年度減列資訊服務費等956千元。
(2)北海岸及觀音山國家風景區建設計畫
總經費1,320,000千元，分年辦理，101
至103年度已編列459,500千元，本年度
續編199,000千元，較上年度增列2,700
千元。
12.雲嘉南國家風景區開發與管理214,675千
元，較上年度增列12,657千元，包括：
(1)基本行政工作維持費4,675千元，較上
年度減列資訊服務費及國內旅費等1,04
3千元。
(2)雲嘉南國家風景區建設計畫總經費1,0
19,000千元，分年辦理，101至103年度
已編列463,092千元，本年度續編210,0
00千元，較上年度增列13,700千元。
13.西拉雅國家風景區開發與管理184,339千
元，較上年度增列36,716千元，包括：
(1)基本行政工作維持費4,339千元，較上
年度減列物品及資訊服務費等984千元
。
(2)西拉雅國家風景區建設計畫總經費630
,000千元，分年辦理，101至103年度已
編列329,868千元，本年度續編180,000
千元，較上年度增列37,700千元。"
14,4,4,  ,6129319000,一般建築及設備,605 ,605 ,-,  
14,4,4,1,6129319011,交通及運輸設備,605 ,605 ,-,"本年度預算數之內容與上年度之比較如下：
1.新增汰換其他特殊用途車輛1輛經費如列
數。
2.上年度汰換首長專用車1輛業已編竣，所
列605千元如數減列。"
14,4,5,  ,6129319800,第一預備金,"7,008 ","7,008 ",-,仍照上年度預算數編列。
14,5,  ,  ,0029510000,運輸研究所,"403,822 ","411,319 ","-7,497 ",  
14,5,  ,999,5229510000,科學支出,"117,779 ","122,416 ","-4,637 ",  
14,5,1,  ,5229512000,運輸科技應用研究業務,"117,779 ","122,416 ","-4,637 ","本年度預算數之內容與上年度之比較如下：
1.海洋防災科技及永續發展計畫總經費210,
000千元，分4年辦理，102至103年度已編
列103,605千元，本年度續編第3年經費56
,895千元，較上年度增列2,259千元。
2.新增港灣及道路運輸效能提升與災防技術
研發計畫總經費32,000千元，分2年辦理
，本年度編列第1年經費15,173千元。
3.新增提升海空運規劃技術科技研發計畫總
經費43,000千元，分4年辦理，本年度編
列第1年經費10,390千元。
4.新增低碳運輸系統發展計畫總經費148,00
0千元，分4年辦理，本年度編列第1年經
費35,321千元。
5.上年度交通設施效能提升及營運技術強化
科技研發計畫預算業已編竣，所列11,022
千元如數減列。
6.上年度海岸及道路災害防救科技發展計畫
預算業已編竣，所列9,682千元如數減列
。
7.上年度智慧型運輸系統創新科技發展與應
用計畫預算業已編竣，所列21,528千元如
數減列。
8.上年度海空運營運技術強化及效能提升科
技研發計畫預算業已編竣，所列6,410千
元如數減列。
9.上年度運輸部門因應氣候變遷之政策評估
決策支援系統計畫預算業已編竣，所列15
,637千元如數減列。
10.上年度運輸安全風險及人因科技發展與
應用計畫預算業已編竣，所列3,501千元
如數減列。"
14,5,  ,999,6029510000,交通支出,"286,043 ","288,903 ","-2,860 ",  
14,5,2,  ,6029510100,一般行政,"157,476 ","157,526 ",-50 ,"本年度預算數之內容與上年度之比較如下：
1.人員維持費132,752千元，較上年度核實
減列人事費1,869千元。
2.基本行政工作維持費19,924千元，較上年
度減列公文檔案掃描等經費181千元。
3.資訊管理4,800千元，較上年度增列全球
資訊網站系統建置經費2,000千元。"
14,5,3,  ,6029511000,運輸研究業務,"46,924 ","45,601 ","1,323 ","本年度預算數之內容與上年度之比較如下：
1.基礎運輸研究業務21,924千元，較上年度
增列鐵路安全之風險管理推動研究經費82
3千元。
2.交通運輸系統規劃與營運永續發展機制與
策略計畫總經費150,000千元，分6年辦理
，103年度已編列24,500千元，本年度續
編第2年經費25,000千元，較上年度增列5
00千元。"
14,5,4,  ,6029512100,港研中心管理業務,"81,443 ","85,576 ","-4,133 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費74,838千元，較上年度核實減
列人事費1,345千元。
2.港研中心管理業務6,605千元，較上年度
減列試驗場棚維修經費2,788千元。"
14,5,5,  ,6029519800,第一預備金,200 ,200 ,-,仍照上年度預算數編列。
14,6,  ,  ,0029710000,公路總局及所屬,"53,541,602 ","45,049,483 ","8,492,119 ",  
14,6,  ,999,6029710000,交通支出,"53,541,602 ","45,049,483 ","8,492,119 ",  
14,6,1,  ,6029710100,一般行政,"4,797,165 ","4,885,106 ","-87,941 ","本年度預算數之內容與上年度之比較如下：
1.人員維持費4,702,550千元，較上年度核
實減列人事費101,319千元。
2.基本行政工作維持費94,615千元，較上年
度增列公路總局局史文物展示館建置等經
費13,378千元。"
14,6,2,  ,6029711000,公路及監理業務管理,"7,716,649 ","6,985,775 ","730,874 ","本年度預算數之內容與上年度之比較如下：
1.公路監理業務2,071,369千元，較上年度
增列補助中油公司辦理公共運輸業者用油
補貼等經費418,427千元。
2.汽車技術訓練62,775千元，較上年度增列
機械設備費等1,041千元。
3.資訊管理142,908千元，較上年度減列資
訊服務費等11,125千元。
4.公路車輛機械管理128,355千元，較上年
度減列車輛及辦公器具養護費等1,829千
元。
5.公路養護行政224,549千元，較上年度增
列辦公處所耐震補強工程等經費17,597千
元。
6.公路公共運輸提昇計畫總經費20,000,000
千元，分4年辦理，102至103年度已編列7
,054,996千元，本年度續編第3年經費5,0
86,693千元，較上年度增列1,162,809千
元。
7.上年度第3代公路監理資訊系統建置計畫
預算業已編竣，所列856,046千元如數減
列。"
14,6,3,  ,6029712000,公路建設及改善計畫,"40,975,067 ","33,158,992 ","7,816,075 ",  
14,6,3,1,6029712021,公路新建及養護計畫,"40,975,067 ","33,158,992 ","7,816,075 ","本年度預算數之內容與上年度之比較如下：
1.公路系統新建及改善計畫34,772,198千元
，較上年度增列7,378,075千元，包括：
(1)台2丙線興建及改善計畫總經費4,419,
000千元，分年辦理，97至103年度已編
列3,917,877千元，本年度續編178,000
千元，較上年度減列135,000千元。
(2)東西向快速公路健全路網改善計畫總
經費21,630,200千元，分8年辦理，98
至103年度已編列19,475,236千元，本
年度續編第7年經費738,600千元，較上
年度減列1,214,400千元。
(3)交通資訊服務雲基礎建設與應用計畫
總經費600,000千元，分年辦理，101至
103年度已編列304,220千元，本年度續
編58,550千元，較上年度減列121,450
千元。
(4)台9線蘇花公路山區路段改善計畫總經
費49,200,000千元，分8年辦理，99至1
03年度已編列16,627,099千元，本年度
續編第6年經費8,200,000千元，較上年
度增列1,900,000千元。
(5)台9線南迴公路拓寬改善後續計畫總經
費19,039,000千元，分7年辦理，100至
103年度已編列3,081,120千元，本年度
續編第5年經費4,953,277千元，較上年
度增列2,533,104千元。
(6)西濱快速公路後續建設計畫總經費73,
000,000千元，中央負擔72,986,000千
元，分11年辦理，98至103年度已編列2
8,434,722千元，本年度續編第7年經費
7,568,900千元，較上年度增列1,818,9
00千元。
(7)金門大橋建設計畫總經費7,384,666千
元，中央補助3,957,000千元，分年辦
理，100至103年度已編列395,895千元
，本年度續編666,000千元，較上年度
增列515,860千元。
(8)省道改善計畫總經費24,163,351千元
，分6年辦理，102至103年度已編列6,4
00,008千元，本年度續編第3年經費4,6
23,941千元，較上年度增列649,041千
元。
(9)淡江大橋及其連絡道路新建工程總經
費15,430,160千元，中央負擔4,700,00
0千元，分7年辦理，103年度已編列15,
000千元，本年度續編第2年經費153,80
0千元，較上年度增列138,800千元。
(10)新增生活圈道路交通系統建設計畫(
公路系統)4年(104－107)計畫總經費30
,000,000千元，分4年辦理，本年度編
列第1年經費7,000,000千元。
(11)新增省道配合區域排水整治及環境營
造計畫需辦理橋梁工程總經費280,000
千元，分6年辦理，本年度編列第1年經
費80,000千元。
(12)新增省道配合重要河川環境營造計畫
需辦理橋梁工程總經費1,500,000千元
，分6年辦理，本年度編列第1年經費25
1,000千元。
(13)新增全國自行車友善環境路網整體規
劃及交通部自行車路網建置計畫總經費
1,033,070千元，分4年辦理，本年度編
列第1年經費300,130千元。
(14)上年度生活圈道路交通系統建設計畫
(公路系統)6年(98－103)計畫預算業已
編竣，所列6,327,910千元如數減列。
(15)上年度桃園國際機場園區與航空城聯
絡道路系統建設計畫預算，本年度暫緩
編列，所列10,000千元如數減列。
2.公路養護計畫6,202,869千元，較上年度
增列438,000千元。"
